datetime,open,high,low,close,volume
2022-01-01 01:00:00,0.1707,0.1769,0.1674,0.1733,21207873.17318935
2022-01-02 01:00:00,0.1731,0.1774,0.1689,0.1746,25996265.80135544
2022-01-03 01:00:00,0.174,0.1756,0.1654,0.17,35848703.78189762
2022-01-04 01:00:00,0.1699,0.1758,0.1648,0.1687,44940689.67548665
2022-01-05 01:00:00,0.1689,0.173,0.1467,0.159,84850959.63682443
2022-01-06 01:00:00,0.1591,0.1632,0.1529,0.1604,52482849.57941118
2022-01-07 01:00:00,0.1597,0.1617,0.1476,0.155,68263448.22962484
2022-01-08 01:00:00,0.1552,0.159,0.1452,0.1509,52856663.80875569
2022-01-09 01:00:00,0.1513,0.1561,0.1473,0.1503,25904058.11177914
2022-01-10 01:00:00,0.1504,0.1529,0.1356,0.1431,49677990.20749142
2022-01-11 01:00:00,0.1431,0.1721,0.1404,0.1538,200515459.4114184
2022-01-12 01:00:00,0.1536,0.1652,0.1512,0.163,72862417.3246395
2022-01-13 01:00:00,0.1629,0.1844,0.1555,0.1716,263764795.41632533
2022-01-14 01:00:00,0.1716,0.215,0.17,0.1974,309504127.50848854
2022-01-15 01:00:00,0.1831,0.1949,0.1815,0.1845,141095594.0
2022-01-16 01:00:00,0.1845,0.185,0.1733,0.1767,92087895.0
2022-01-17 01:00:00,0.1768,0.1784,0.1658,0.1707,88972132.0
2022-01-18 01:00:00,0.1712,0.1744,0.1616,0.1648,65942980.0
2022-01-19 01:00:00,0.1654,0.1696,0.159,0.1618,60568424.0
2022-01-20 01:00:00,0.1619,0.1694,0.1538,0.155,66732915.0
2022-01-21 01:00:00,0.155,0.1574,0.1394,0.1419,90971170.0
2022-01-22 01:00:00,0.1424,0.1454,0.1204,0.1332,178731525.0
2022-01-23 01:00:00,0.1333,0.1445,0.132,0.1422,94335071.0
2022-01-24 01:00:00,0.1422,0.1422,0.1261,0.1376,98354563.0
2022-01-25 01:00:00,0.1371,0.1504,0.1326,0.1431,114878316.0
2022-01-26 01:00:00,0.1428,0.1526,0.141,0.1433,74206950.0
2022-01-27 01:00:00,0.1433,0.1455,0.1361,0.1416,45983419.0
2022-01-28 01:00:00,0.1413,0.1429,0.1378,0.1415,35431221.0
2022-01-29 01:00:00,0.1414,0.1443,0.1406,0.1433,29308858.0
2022-01-30 01:00:00,0.1432,0.1439,0.1381,0.1392,30415256.0
2022-01-31 01:00:00,0.1392,0.1429,0.1362,0.1417,36502225.0
