datetime,open,high,low,close,volume
2024-10-01 02:00:00,0.1148,0.1196,0.1027,0.1071,101710146.0
2024-10-02 02:00:00,0.1071,0.1096,0.102,0.1044,26493335.0
2024-10-03 02:00:00,0.105,0.1071,0.1011,0.1052,35782566.0
2024-10-04 02:00:00,0.1052,0.1111,0.1047,0.1093,22527819.0
2024-10-05 02:00:00,0.1087,0.1107,0.1074,0.1098,12010598.0
2024-10-06 02:00:00,0.1093,0.113,0.1083,0.1113,23856534.0
2024-10-07 02:00:00,0.1119,0.1157,0.1083,0.1083,19865180.0
2024-10-08 02:00:00,0.1089,0.1103,0.1051,0.1069,12042833.0
2024-10-09 02:00:00,0.1068,0.1122,0.1061,0.1079,26987333.0
2024-10-10 02:00:00,0.1079,0.1085,0.1025,0.1061,16909586.0
2024-10-11 02:00:00,0.1061,0.1117,0.1052,0.1112,14270086.0
2024-10-12 02:00:00,0.1107,0.1124,0.1094,0.1113,4394717.0
2024-10-13 02:00:00,0.112,0.1126,0.1088,0.1112,19755254.0
2024-10-14 02:00:00,0.1113,0.1177,0.1088,0.117,20501271.0
2024-10-15 02:00:00,0.117,0.1195,0.1097,0.1174,46066958.0
2024-10-16 02:00:00,0.1174,0.1297,0.1155,0.1258,120639426.0
2024-10-17 02:00:00,0.1258,0.1309,0.1202,0.1301,40473965.0
2024-10-18 02:00:00,0.13,0.1412,0.1293,0.1375,118137219.0
2024-10-19 02:00:00,0.1375,0.147,0.1367,0.1442,65875325.0
2024-10-20 02:00:00,0.1443,0.1457,0.1372,0.1422,55407054.0
2024-10-21 02:00:00,0.1422,0.1499,0.138,0.1435,77889710.0
2024-10-22 02:00:00,0.1442,0.1489,0.1358,0.1402,99223928.0
2024-10-23 02:00:00,0.1402,0.1411,0.1327,0.1399,59486703.0
2024-10-24 02:00:00,0.1399,0.1435,0.1361,0.1418,34750670.0
2024-10-25 02:00:00,0.1419,0.1432,0.128,0.1319,51987116.0
2024-10-26 02:00:00,0.132,0.1381,0.1304,0.1368,36205504.0
2024-10-27 02:00:00,0.1374,0.1466,0.1358,0.1441,39771617.0
2024-10-28 01:00:00,0.1442,0.1628,0.1409,0.1609,191790026.0
2024-10-29 01:00:00,0.1609,0.1798,0.1601,0.1759,216966029.0
2024-10-30 01:00:00,0.1759,0.178,0.1641,0.1679,74678185.0
2024-10-31 01:00:00,0.1686,0.1736,0.156,0.1616,93764211.0
