datetime,open,high,low,close,volume
2023-10-01 02:00:00,0.0623,0.064,0.0617,0.063,15337650.0
2023-10-02 02:00:00,0.063,0.0641,0.061,0.0622,30417807.0
2023-10-03 02:00:00,0.0622,0.0625,0.0611,0.0614,9252843.0
2023-10-04 02:00:00,0.0612,0.0617,0.0599,0.0614,9763057.0
2023-10-05 02:00:00,0.0614,0.0619,0.0606,0.0609,8177526.0
2023-10-06 02:00:00,0.0611,0.0617,0.0605,0.0615,12948016.0
2023-10-07 02:00:00,0.0612,0.0618,0.0608,0.0615,5000995.0
2023-10-08 02:00:00,0.0615,0.0618,0.0606,0.0609,5285882.0
2023-10-09 02:00:00,0.0609,0.0613,0.0569,0.0585,25612737.0
2023-10-10 02:00:00,0.0588,0.0593,0.0583,0.0589,7140800.0
2023-10-11 02:00:00,0.0592,0.0596,0.0576,0.0583,11289482.0
2023-10-12 02:00:00,0.0583,0.0587,0.0573,0.0578,5000883.0
2023-10-13 02:00:00,0.0581,0.0591,0.0576,0.0583,11120026.0
2023-10-14 02:00:00,0.0583,0.0602,0.0583,0.0599,7333883.0
2023-10-15 02:00:00,0.0599,0.06,0.0588,0.0595,8113365.0
2023-10-16 02:00:00,0.0595,0.0625,0.0591,0.0599,49797545.0
2023-10-17 02:00:00,0.0599,0.0602,0.0583,0.0591,12759551.0
2023-10-18 02:00:00,0.0588,0.0597,0.0581,0.0584,7612219.0
2023-10-19 02:00:00,0.0586,0.0591,0.0574,0.0589,11442757.0
2023-10-20 02:00:00,0.0586,0.0606,0.0586,0.0597,20603762.0
2023-10-21 02:00:00,0.06,0.0617,0.0593,0.0613,15433000.0
2023-10-22 02:00:00,0.0613,0.0619,0.06,0.0615,14468171.0
2023-10-23 02:00:00,0.0615,0.068,0.0614,0.0675,113734504.0
2023-10-24 02:00:00,0.0672,0.0701,0.0645,0.0668,90670613.0
2023-10-25 02:00:00,0.0669,0.0696,0.0646,0.0687,80926469.0
2023-10-26 02:00:00,0.0686,0.0753,0.0679,0.0721,235069895.0
2023-10-27 02:00:00,0.0721,0.0723,0.0673,0.0675,220076716.0
2023-10-28 02:00:00,0.0675,0.0701,0.0674,0.0689,70626260.0
2023-10-29 02:00:00,0.0688,0.0704,0.0676,0.0694,12645893.0
2023-10-30 01:00:00,0.0695,0.0707,0.068,0.0694,40953868.0
2023-10-31 01:00:00,0.0697,0.0711,0.0657,0.0686,59897298.0
