datetime,open,high,low,close,volume
2022-03-01 01:00:00,0.1335,0.1395,0.1294,0.1342,85503142.0
2022-03-02 01:00:00,0.1341,0.1374,0.1305,0.1331,57169319.0
2022-03-03 01:00:00,0.1329,0.1344,0.1272,0.1295,28613822.0
2022-03-04 01:00:00,0.1294,0.1301,0.1201,0.123,51124520.0
2022-03-05 01:00:00,0.1227,0.1258,0.1211,0.1249,22933505.0
2022-03-06 01:00:00,0.1249,0.1257,0.1197,0.1206,39692104.0
2022-03-07 01:00:00,0.1207,0.1228,0.1136,0.1171,52758476.0
2022-03-08 01:00:00,0.1167,0.1201,0.1153,0.117,36130841.0
2022-03-09 01:00:00,0.1174,0.1246,0.1165,0.1217,51580811.0
2022-03-10 01:00:00,0.1218,0.1221,0.1146,0.1171,48102799.0
2022-03-11 01:00:00,0.1168,0.1187,0.1139,0.1155,40792534.0
2022-03-12 01:00:00,0.1153,0.1174,0.1145,0.1149,17744246.0
2022-03-13 01:00:00,0.1144,0.1165,0.1098,0.1115,36626457.0
2022-03-14 01:00:00,0.1114,0.1219,0.1102,0.1139,118034778.0
2022-03-15 01:00:00,0.1138,0.1145,0.1099,0.1128,48057274.0
2022-03-16 01:00:00,0.113,0.1175,0.1117,0.1172,65479452.0
2022-03-17 01:00:00,0.1168,0.1196,0.1159,0.1167,47565543.0
2022-03-18 01:00:00,0.1168,0.1197,0.1141,0.1191,47451460.0
2022-03-19 01:00:00,0.1196,0.1252,0.1181,0.1237,78462325.0
2022-03-20 01:00:00,0.1233,0.1244,0.1172,0.1193,39880986.0
2022-03-21 01:00:00,0.1189,0.1218,0.1176,0.119,45759200.0
2022-03-22 01:00:00,0.1193,0.126,0.1186,0.1225,43033636.0
2022-03-23 01:00:00,0.1225,0.1315,0.1208,0.13,111232012.0
2022-03-24 01:00:00,0.13,0.1415,0.1277,0.1369,189600050.0
2022-03-25 01:00:00,0.1368,0.1378,0.1278,0.1312,83784869.0
2022-03-26 01:00:00,0.1313,0.137,0.1288,0.1359,69935461.0
2022-03-27 01:00:00,0.1359,0.1459,0.1354,0.1453,162987624.0
2022-03-28 02:00:00,0.1447,0.1538,0.1411,0.1424,131184455.0
2022-03-29 02:00:00,0.1425,0.1493,0.1405,0.1443,58800431.0
2022-03-30 02:00:00,0.1442,0.1457,0.1381,0.1431,62740419.0
