datetime,open,high,low,close,volume
2022-06-01 02:00:00,0.0862,0.0894,0.0788,0.081,137861596.0
2022-06-02 02:00:00,0.081,0.0834,0.0799,0.0828,63386447.0
2022-06-03 02:00:00,0.0827,0.083,0.0791,0.0804,56793098.0
2022-06-04 02:00:00,0.0805,0.0825,0.0793,0.0818,46325499.0
2022-06-05 02:00:00,0.0817,0.0825,0.0804,0.081,31633329.0
2022-06-06 02:00:00,0.081,0.0847,0.0807,0.0825,74434897.0
2022-06-07 02:00:00,0.0824,0.0827,0.0777,0.0802,88140161.0
2022-06-08 02:00:00,0.0804,0.0817,0.0784,0.0794,72887839.0
2022-06-09 02:00:00,0.0791,0.0812,0.0787,0.0794,30641965.0
2022-06-10 02:00:00,0.0794,0.0799,0.074,0.0753,57957812.0
2022-06-11 02:00:00,0.0756,0.0766,0.0679,0.0698,56979065.0
2022-06-12 02:00:00,0.0698,0.0704,0.0632,0.0635,123332414.0
2022-06-13 02:00:00,0.0636,0.0662,0.0524,0.0541,295295535.0
2022-06-14 02:00:00,0.0539,0.0583,0.0498,0.0555,198167848.0
2022-06-15 02:00:00,0.0555,0.0639,0.0503,0.0627,187726885.0
2022-06-16 02:00:00,0.0627,0.0627,0.0541,0.0552,138454782.0
2022-06-17 02:00:00,0.0551,0.0582,0.0544,0.0566,59163192.0
2022-06-18 02:00:00,0.0568,0.0579,0.0491,0.0527,168759401.0
2022-06-19 02:00:00,0.053,0.0628,0.051,0.0602,251744730.0
2022-06-20 02:00:00,0.0603,0.0615,0.0574,0.0598,98774856.0
2022-06-21 02:00:00,0.0598,0.0699,0.0589,0.0656,177255461.0
2022-06-22 02:00:00,0.0658,0.0658,0.0609,0.0617,111132366.0
2022-06-23 02:00:00,0.0616,0.0648,0.0615,0.0639,76182745.0
2022-06-24 02:00:00,0.064,0.0684,0.0639,0.067,86270914.0
2022-06-25 02:00:00,0.0669,0.0693,0.0651,0.0683,76480895.0
2022-06-26 02:00:00,0.0685,0.0776,0.0671,0.073,220686289.0
2022-06-27 02:00:00,0.0727,0.0786,0.0706,0.0719,203516342.0
2022-06-28 02:00:00,0.0721,0.0732,0.0653,0.066,90440612.0
2022-06-29 02:00:00,0.0658,0.0715,0.064,0.0695,105345258.0
