datetime,open,high,low,close,volume
2022-04-01 02:00:00,0.1377,0.1431,0.1324,0.1412,75429268.0
2022-04-02 02:00:00,0.1415,0.1446,0.1383,0.1388,43046671.0
2022-04-03 02:00:00,0.1385,0.1499,0.1363,0.1467,113602322.0
2022-04-04 02:00:00,0.1461,0.1565,0.1412,0.1487,221227666.0
2022-04-05 02:00:00,0.1486,0.1798,0.1469,0.1729,485671150.0
2022-04-06 02:00:00,0.1727,0.1748,0.1417,0.1429,327079094.0
2022-04-07 02:00:00,0.1435,0.1484,0.14,0.1456,96000512.0
2022-04-08 02:00:00,0.146,0.1532,0.1403,0.1425,134057055.0
2022-04-09 02:00:00,0.1424,0.1448,0.1403,0.1446,31436527.0
2022-04-10 02:00:00,0.1446,0.158,0.1435,0.148,215978095.0
2022-04-11 02:00:00,0.148,0.1518,0.1328,0.1344,111079240.0
2022-04-12 02:00:00,0.1343,0.1448,0.1332,0.138,83060720.0
2022-04-13 02:00:00,0.1384,0.1464,0.1362,0.1404,76337196.0
2022-04-14 02:00:00,0.1398,0.1478,0.1366,0.1438,127547673.0
2022-04-15 02:00:00,0.1441,0.1502,0.142,0.1456,70598812.0
2022-04-16 02:00:00,0.1461,0.1482,0.1416,0.1438,37115875.0
2022-04-17 02:00:00,0.1434,0.1452,0.1382,0.1393,31671543.0
2022-04-18 02:00:00,0.1393,0.1408,0.1335,0.14,68702077.0
2022-04-19 02:00:00,0.14,0.1448,0.1389,0.1428,48665765.0
2022-04-20 02:00:00,0.1427,0.147,0.1388,0.1411,59117024.0
2022-04-21 02:00:00,0.141,0.143,0.1344,0.1366,44856870.0
2022-04-22 02:00:00,0.1364,0.1383,0.1343,0.1362,32396378.0
2022-04-23 02:00:00,0.1362,0.137,0.1333,0.1341,20332454.0
2022-04-24 02:00:00,0.1342,0.1349,0.1307,0.1318,19341718.0
2022-04-25 02:00:00,0.1319,0.1708,0.1229,0.1581,486802184.0
2022-04-26 02:00:00,0.1583,0.1667,0.1355,0.1376,327516210.0
2022-04-27 02:00:00,0.1376,0.1458,0.1351,0.1401,116208139.0
2022-04-28 02:00:00,0.1399,0.1432,0.135,0.1375,71770377.0
2022-04-29 02:00:00,0.1375,0.1452,0.1333,0.1351,110392368.0
