datetime,open,high,low,close,volume
2024-09-01 02:00:00,0.1009,0.1015,0.094,0.0952,7476850.0
2024-09-02 02:00:00,0.0953,0.1001,0.0937,0.0988,9874346.0
2024-09-03 02:00:00,0.0988,0.1012,0.0964,0.0972,8371099.0
2024-09-04 02:00:00,0.0966,0.0994,0.092,0.098,22686384.0
2024-09-05 02:00:00,0.0981,0.0996,0.096,0.0989,14702858.0
2024-09-06 02:00:00,0.0984,0.0995,0.089,0.0923,24077709.0
2024-09-07 02:00:00,0.0924,0.096,0.0915,0.0954,10962410.0
2024-09-08 02:00:00,0.0954,0.0973,0.0937,0.0963,8450987.0
2024-09-09 02:00:00,0.0967,0.1055,0.0957,0.1039,29744610.0
2024-09-10 02:00:00,0.1038,0.1047,0.1014,0.1032,9081552.0
2024-09-11 02:00:00,0.1033,0.1033,0.098,0.1016,7411483.0
2024-09-12 02:00:00,0.1016,0.1037,0.1001,0.103,8096300.0
2024-09-13 02:00:00,0.103,0.1089,0.1015,0.1067,25134508.0
2024-09-14 02:00:00,0.1073,0.108,0.1043,0.1057,7020218.0
2024-09-15 02:00:00,0.1057,0.1069,0.1022,0.103,15923416.0
2024-09-16 02:00:00,0.1029,0.1036,0.0981,0.0996,9768452.0
2024-09-17 02:00:00,0.1002,0.1031,0.0989,0.1014,11753448.0
2024-09-18 02:00:00,0.1014,0.1036,0.0989,0.1036,12796255.0
2024-09-19 02:00:00,0.1044,0.1076,0.1034,0.1052,12505328.0
2024-09-20 02:00:00,0.1052,0.1077,0.1034,0.1055,20161399.0
2024-09-21 02:00:00,0.1056,0.1105,0.1037,0.1097,19325637.0
2024-09-22 02:00:00,0.1103,0.1104,0.1041,0.1062,17092889.0
2024-09-23 02:00:00,0.1068,0.1092,0.1045,0.1077,17606445.0
2024-09-24 02:00:00,0.1085,0.1113,0.1068,0.1101,15328850.0
2024-09-25 02:00:00,0.11,0.1111,0.1078,0.108,16217469.0
2024-09-26 02:00:00,0.1086,0.1207,0.1068,0.1187,64679849.0
2024-09-27 02:00:00,0.1187,0.129,0.1168,0.1231,45940915.0
2024-09-28 02:00:00,0.1238,0.1321,0.12,0.1285,86227792.0
2024-09-29 02:00:00,0.1285,0.1306,0.1246,0.1248,39540630.0
