datetime,open,high,low,close,volume
2025-10-01 02:00:00,0.2331,0.2491,0.2307,0.2491,25006272.0
2025-10-02 02:00:00,0.2506,0.2646,0.2468,0.263,23481732.0
2025-10-03 02:00:00,0.2615,0.2662,0.2533,0.2579,21216094.0
2025-10-04 02:00:00,0.258,0.2605,0.2464,0.2497,15464020.0
2025-10-05 02:00:00,0.251,0.2654,0.2493,0.252,12984399.0
2025-10-06 02:00:00,0.2532,0.2715,0.2502,0.2657,20689849.0
2025-10-07 02:00:00,0.2657,0.2687,0.2456,0.2469,28456738.0
2025-10-08 02:00:00,0.2481,0.2618,0.2426,0.2553,16753593.0
2025-10-09 02:00:00,0.2554,0.2554,0.2418,0.2495,14233004.0
2025-10-10 02:00:00,0.2495,0.2542,0.0964,0.1944,286198862.0
2025-10-11 02:00:00,0.1928,0.2009,0.1781,0.1864,90682067.0
2025-10-12 02:00:00,0.1849,0.2145,0.1809,0.2074,48356114.0
2025-10-13 02:00:00,0.2082,0.219,0.2025,0.2132,19024681.0
2025-10-14 02:00:00,0.2132,0.216,0.194,0.2039,32389302.0
2025-10-15 02:00:00,0.2046,0.2078,0.1932,0.1961,27782354.0
2025-10-16 02:00:00,0.1962,0.2014,0.1839,0.1894,34541327.0
2025-10-17 02:00:00,0.1894,0.191,0.1752,0.1843,22498553.0
2025-10-18 02:00:00,0.1854,0.1905,0.1844,0.1899,6049219.0
2025-10-19 02:00:00,0.1899,0.1987,0.186,0.1955,17364485.0
2025-10-20 02:00:00,0.1956,0.2034,0.1922,0.2003,5332195.0
2025-10-21 02:00:00,0.2001,0.2064,0.1919,0.1942,17602810.0
2025-10-22 02:00:00,0.1942,0.1954,0.1846,0.1896,8802849.0
2025-10-23 02:00:00,0.1898,0.198,0.1898,0.1949,6377530.0
2025-10-24 02:00:00,0.1948,0.2002,0.1936,0.1977,9546722.0
2025-10-25 02:00:00,0.1977,0.1995,0.196,0.1965,3081396.0
2025-10-26 02:00:00,0.1965,0.2077,0.1942,0.205,23543213.0
2025-10-27 01:00:00,0.2059,0.2101,0.1981,0.2009,18973928.0
2025-10-28 01:00:00,0.2008,0.2031,0.1898,0.193,13045174.0
2025-10-29 01:00:00,0.1928,0.1979,0.1872,0.1927,18177819.0
2025-10-30 01:00:00,0.1928,0.1943,0.1757,0.1817,28456169.0
2025-10-31 01:00:00,0.1825,0.1884,0.1825,0.1864,7238459.0
