datetime,open,high,low,close,volume
2025-12-01 01:00:00,0.1465,0.1465,0.1319,0.1355,14508697.0
2025-12-02 01:00:00,0.1356,0.1479,0.134,0.1463,11112528.0
2025-12-03 01:00:00,0.1462,0.1532,0.1453,0.1517,5169369.0
2025-12-04 01:00:00,0.1524,0.153,0.1457,0.1474,4018584.0
2025-12-05 01:00:00,0.1475,0.1491,0.1369,0.1403,13314236.0
2025-12-06 01:00:00,0.1401,0.141,0.1384,0.1389,4891490.0
2025-12-07 01:00:00,0.1403,0.143,0.1349,0.1392,9021671.0
2025-12-08 01:00:00,0.1391,0.1455,0.1379,0.1423,5080217.0
2025-12-09 01:00:00,0.1424,0.1538,0.1394,0.1487,17735251.0
2025-12-10 01:00:00,0.1483,0.1502,0.1419,0.1435,9675679.0
2025-12-11 01:00:00,0.1436,0.1445,0.1358,0.1406,10251812.0
2025-12-12 01:00:00,0.1398,0.1417,0.1344,0.1365,7916161.0
2025-12-13 01:00:00,0.1375,0.1402,0.1364,0.139,2997216.0
2025-12-14 01:00:00,0.139,0.14,0.1327,0.1336,3677032.0
2025-12-15 01:00:00,0.135,0.1386,0.1269,0.1305,4731375.0
2025-12-16 01:00:00,0.1304,0.1329,0.128,0.1318,8755375.0
2025-12-17 01:00:00,0.1317,0.1363,0.1247,0.1265,8578792.0
2025-12-18 01:00:00,0.1259,0.1301,0.1201,0.1223,11445066.0
2025-12-19 01:00:00,0.1223,0.1339,0.1201,0.1322,10932840.0
2025-12-20 01:00:00,0.1322,0.1332,0.1303,0.1316,5725588.0
2025-12-21 01:00:00,0.1316,0.1331,0.1284,0.1311,2601229.0
2025-12-22 01:00:00,0.1314,0.1351,0.1301,0.1318,4482893.0
2025-12-23 01:00:00,0.1328,0.1333,0.1281,0.1294,3757120.0
2025-12-24 01:00:00,0.1291,0.1299,0.1265,0.1289,3043162.0
2025-12-25 01:00:00,0.1278,0.1291,0.1232,0.1239,4085690.0
2025-12-26 01:00:00,0.1238,0.1269,0.1198,0.1223,13950983.0
2025-12-27 01:00:00,0.1214,0.1248,0.1214,0.1247,1132422.0
2025-12-28 01:00:00,0.1247,0.1249,0.1224,0.1239,1038035.0
2025-12-29 01:00:00,0.1239,0.1281,0.1219,0.1228,6248747.0
2025-12-30 01:00:00,0.1227,0.1254,0.1218,0.123,3976094.0
2025-12-31 01:00:00,0.1228,0.1241,0.1153,0.1173,9302881.0
